"","title","description","redirect_url","latitude","longitude","salary_max","salary_is_predicted","id","salary_min","adref","created","__CLASS__","contract_type","contract_time","__CLASS__","label","tag","__CLASS__","display_name","display_name","__CLASS__","area"
"384","Network Architect - UML/Netconf/Yang (10-16 yrs) Bangalore/Chennai (DevOps)","Job Description : - This position is responsible for Architecture, Design and Development of Fujitsu Virtuora Network Controller - SDN controller product for Optical transport network for L0/L1 layers providing end-to-end service provisioning, orchestration and network programmability. Responsibilities include analysing requirements, architecture, design, development and maintenance of multiple software components of Virtuora NC to meet customer requirements using cutting edge technologies. - C¡­","https://www.adzuna.in/land/ad/1808976953?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=C70DE548AF29F185DB6CAC58A01F3C2811D3DF1C",NA,NA,NA,"0","1808976953",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwODk3Njk1MyIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.rKdaPmCRLIDRhMoKI3M3_UpQEFqZwUM7NcrqfI5Ya2Y","2020-11-08T02:42:01Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","HRBUZZ STAFFING SOLUTIONS PVT LTD","Chennai, Tamil Nadu","Adzuna::API::Response::Location","c(""India"", ""Tamil Nadu"", ""Chennai"")"
"385","Enverus - .Net Software Developer - C#/Design Patterns (5-10 yrs) Bangalore (Backend Developer)","Why YOU want this position : - Enverus delivers business-critical insights to the global energy industry through a state-of-the-art SaaS platform built on industry-leading data and energy analytics. Our solutions deliver value across the entire energy value chain, empowering customers to be more agile, efficient, and competitive. - The range of energy industry participants we serve includes exploration and production (E&P) companies and related businesses such as oilfield services, midstream, c¡­","https://www.adzuna.in/land/ad/1803100695?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=25431BE70F7199589D473C506777AE55B0AE8A64",12.95703,77.59837,NA,"0","1803100695",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwMzEwMDY5NSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.obMM8mB4YnvqcCDcq0nEoAryIEuqcNaDAyNFHgvceLc","2020-11-05T02:49:59Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Datagenic Limited","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"386","MERN Stack Developer - Node.js/React.js (1-3 yrs) Gurgaon/Gurugram (Frontend Developer)","Job Description : React JS Developer with good knowledge of Node js for developing Progressive Web Apps. The candidate is expected to have a good understanding of Front end development using React js and backend using Node js and MySQL / Mongodb. Responsibilities : - Development of Applications based on approved designs. - Building user-friendly interfaces - Writing Nodejs scripts for building APIs - Knowledge of how to interact with RESTful APIs and formats (JSON, XML) - Database Design (ref:h¡­","https://www.adzuna.in/land/ad/1831347708?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=392C97C8EE8340777D806B18CD5E9A6701ADFFC0",NA,NA,NA,"0","1831347708",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODMxMzQ3NzA4In0.CgU47WvJK3uOiH9Po6NeBL6Wlg1ZRB5wscSyyWXOZRs","2020-11-19T02:47:18Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Accord Manpower Services","India","Adzuna::API::Response::Location","India"
"387","AVP/DVP/VP - Lead SOC/IR & Threat Intelligence - Banking Domain (14-22 yrs) Mumbai (Others)","A Large Private Bank based at Mumbai urgently needs a Lead-SOC, IR &amp; Threat Intelligence. Job Purpose : The purpose of this job role is to manage Cyber Security Operations Center (CSOC), Incident Management and Threat Intelligence domain to enhance threat detection capabilities within the bank. This role is additionally responsible for enhancing cyber assurance and appropriate regulatory reporting of cyber security aspects. Cyber Defense Operations : - Complete oversight on all aspects of t¡­","https://www.adzuna.in/land/ad/1810612173?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=7BDE0DB881E08D7A476991803A495B03E19E72F3",19.00821,72.84415,NA,"0","1810612173",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgxMDYxMjE3MyIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.7qsZCLVe0TcNzQDGL5lA5wYW4c8x3zblpfLWhM3GA-Y","2020-11-09T02:41:37Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Exceed Consulting","Mumbai, Maharashtra","Adzuna::API::Response::Location","c(""India"", ""Maharashtra"", ""Mumbai"")"
"388","Research Lead-FI","As a Research Lead within BCG¡¯s Data and Research Service (DRS) team, you will contribute to DRS hub/office level decisions, activities and initiatives such as hiring, training, special projects, team building activities etc. You will manage team of around 5-12 people as well as any additional resources, and will be responsible to coach, mentor and develop people, with full ownership of their career development and performance management. You will shape positive, creative working relationships ¡­","https://www.adzuna.in/land/ad/1600137126?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=A6B696A6610755C6A1BFDDB38523990251469526",28.62623,77.21808,NA,"0","1600137126",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTYwMDEzNzEyNiIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.HL2TrYr7LMuNydbudEfwr3LjYtbVR5fsh5zmkCVFd0A","2020-07-11T07:14:14Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","The Boston Consulting Group GmbH","New Delhi, Delhi","Adzuna::API::Response::Location","c(""India"", ""Delhi"", ""New Delhi"")"
"389","Datamatics Global Service - Cloud DevOps Engineer - CI/CD (4-6 yrs) Pune (DevOps)","Please do note following things : 1. Position is deputed to client's location. 2. Must be available for Pune location joining 3. Having 15days notice or less than 30 days and ready for Skype interview Job Location : Pune (Magarpatta - Hadapsar). Job profile : Description/Comment: - IT experience and Development experience - Experience and wide knowledge in IT operation systems - 2-4 years- experience working with Docker, Open shift/Kubernetes and Helm charts - Experience in setting up pipelines¡­","https://www.adzuna.in/land/ad/1788668997?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=16D8045D6F1B6AFE0C36B80A56FA7FF5D32CFDED",18.5062,73.84735,NA,"0","1788668997",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc4ODY2ODk5NyIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.k0yz5YlLhbGZK2glixITa_3Fx0cG7N9p8L5etqXFMkE","2020-10-29T02:38:21Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Datamatics Global Service Ltd","Pune, Maharashtra","Adzuna::API::Response::Location","c(""India"", ""Maharashtra"", ""Pune"")"
"390","React Native Developer - Android/iOS Mobile Apps (3-10 yrs) Bangalore (Mobile Applications)","JOB DESCRIPTION : Overall work experience must be above 3 years - 2 years of experience in building React-Native mobile apps for both Android and iOS platforms. - Strong understanding of how Redux works, understanding of component state Management - Experienced in RESTful API integration and good knowledge of how APIs work. - Experienced in building modular app components that can be reused - Experienced in creating React Native Bridges for deep integration with Native APIs - Experience in writ¡­","https://www.adzuna.in/land/ad/1842643053?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=5F265430E141FCFA6049986D44141BB98D5F37E1",12.95703,77.59837,NA,"0","1842643053",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODQyNjQzMDUzIn0.Ml4fv-Alwo4EOGX6Iz0ahXi0XvP_ZA79AdvK2SHnRRk","2020-11-25T02:53:37Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Vision Solutions Pvt Ltd","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"391","Quality Assurance Engineer - Manual & Automation Testing - SQL (2-5 yrs) Bangalore (Quality Assurance)","Join an intelligent transport logistics platform Embark on a challenging and fulfilling journey Work with a passionate and dynamic team Our client is a leading end-to-end logistics platform that optimizes logistics and fleet management with modern technologies. They have raised USD50 million from top VCs and are working towards revolutionizing the transport logistics sector. About the Job : You will be responsible for : - Conducting post-release and post-implementation testing. - Executing test¡­","https://www.adzuna.in/land/ad/1792996043?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=93D7B73307EED386E005802C89C84C8E1733A976",12.95703,77.59837,NA,"0","1792996043",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc5Mjk5NjA0MyIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.2Si6IJJudTTCzm0dgXWphEcVhXoArmWoeIpb3ExFUp4","2020-10-31T02:44:07Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Snaphunt Pte Ltd","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"392","Insights Techhub International - Cyber Security Engineer - Vulnerability Management/Incident Management (5-10 yrs) Kolkata/Noida (DevOps)","Job Description : A degree in Computer Science, IT, Systems Engineering or a related qualification. - 5 years of work experience with incident detection, incident response and forensics. - Experience with vulnerability management, endpoint security, email protection, Windows &amp; Linux Security, and data loss prevention. Office 365 Security, VSX and Endpoint Security. - Proficiency in scripting language such as PowerShell and Unix Shell scripting. - Ability to work under pressure in a fast-pac¡­","https://www.adzuna.in/land/ad/1801102947?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=3F455F0568A150849931192664109038A69FD385",NA,NA,NA,"0","1801102947",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODAxMTAyOTQ3In0.Cs-7ioQ5Mbk3oFM_4PGWMiz3A1G1bttjHBnE8jW73gA","2020-11-04T02:52:14Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Insights Techhub International","Delhi, India","Adzuna::API::Response::Location","c(""India"", ""Delhi"")"
"393","Senior Engineering Manager - Full Stack Development (8-14 yrs) Bangalore (Backend Developer)","Job Description : - 10 years of hands-on experience in building secure and scalable SaaS products using Java in backend and JS based frontend frameworks - 4 years of experience in managing and growing engineering teams (10 or more engineers) - Strong knowledge in building microservices in Java Spring Boot, Node.js, Go or equivalent technologies - Strong knowledge in NoSQL, key value datastores MongoDB, Elasticsearch, Redis, Druid etc. - Experience working with big data frameworks like Apache Sp¡­","https://www.adzuna.in/land/ad/1860228305?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=F37C28C44FEEF0697BFA51B309DDBB29E92257FF",12.95703,77.59837,NA,"0","1860228305",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2MDIyODMwNSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.mBLw-wX3xhH-7nv0L5KcfLs_eDpK0wSYSetd0QSdsO4","2020-12-04T03:25:38Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Change Leaders","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"394","Executive Inside Sales","Urgent Opening for an Executive Inside Sales - Bangalore Our client is the premier global provider of multimedia platforms that enable marketers, corporate communicators, sustainability officers, public affairs and investor relations officers to leverage content to engage with all their key audiences Reports to Head of Sales -Bangalore Job Profile Work towards and achieve daily, weekly and monthly business sales targets and set KPI¡¯s To achieve agreed call targets by being a self-starter who is¡­","https://www.adzuna.in/land/ad/1746883637?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=F230286C589619D49378B6C9E558210389CA7312",12.95703,77.59837,NA,"0","1746883637",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc0Njg4MzYzNyIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.6rtub_5pbS-IvXKLSkfa42u4q7pG9-Od05bHIFs2QHE","2020-10-07T10:01:41Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","Expertiz   Human Asset Management","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"395","Training Manager","Your interviewer is undoubtedly thinking this and almost certainly will ask you about it. A ¡°bad¡± answer can kill your chances at getting the job offer. A ¡°good¡± answer can position you for success. It might sound odd that this is a difficult question for many interviewees. Obviously, you have your reasons for leaving - probably more than a handful. The problem is that sharing those reasons (the real ones) might give your interviewer a negative impression, if not framed appropriately. 1. Q1, Te¡­","https://www.adzuna.in/land/ad/1782908676?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=E14B0782D66827499D359869D219EC0574FB3980",NA,NA,NA,"0","1782908676",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxNzgyOTA4Njc2In0.MAxPhI32bEj13eqluG_eVYjc9zZjUCnq91lcNKHKAxI","2020-10-25T14:57:38Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","JOBS ¡®n TA HR Services","India","Adzuna::API::Response::Location","India"
"396","Nearbuy - Mobile Application Lead - Android/iOS Platform - SWIFT/Kotlin/Objective C (5-8 yrs) Gurgaon/Gurugram (Mobile Applications)","Mobile App Team Lead will be responsible to lead a team of app developers to build awesome applications for Android and iOS. Person should be able to collaborate with multiple teams to understand requirements, designs and guide the team to convert these into features. Skills : - Effectively capable of leading a team and coordinate with the cross-functional teams - Review requirements, provide estimates for development tasks and allocate work to team - Good knowledge of Mobile App development li¡­","https://www.adzuna.in/land/ad/1867628665?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=E26BD5C8E05F848152275707407581CE0540912C",NA,NA,NA,"0","1867628665",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NzYyODY2NSIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.I0UZoZ-iMh2OTMaD-lgAYH2yfFJ6oZemgvDzGUnHD-w","2020-12-08T03:08:15Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Nearbuy","India","Adzuna::API::Response::Location","India"
"397","Java Developer - Spring/Hibernate (5-8 yrs) Bangalore/Pune/Vadodara/Baroda (Backend Developer)","- Responsible for the analysis, design, development and delivery of software solutions - Defines requirements for new applications and customizations, adhering to standards, processes and best May manage medium-sized project/initiatives as an individual contributor with advanced knowledge within discipline, leading a segment of several initiatives or a larger initiative, or may formally supervise a small team, and assigns day-to-day work - Significant advanced code development, code review and ¡­","https://www.adzuna.in/land/ad/1810612428?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=C28C77BE9687A46665033B09139CD18FF70003CC",NA,NA,NA,"0","1810612428",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODEwNjEyNDI4In0.ZZapdm9y9hQdmT42szHzDM_XnOsAhSD5NwCq4VbxWTk","2020-11-09T02:41:39Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Collabera","India","Adzuna::API::Response::Location","India"
"398","Team Lead - Java (6-10 yrs) Bangalore (Backend Developer)","Essential Job Functions: - Design and implement new product features for our customers - Maintain entire software stack, providing exceptional experiences for our customers - Diagnose, address, and get in front of potential issues through robust monitoring and logging - Effectively communicate within and outside the team. - Bring new technical ideas, in keeping with latest industry trends, to fruition by prototyping and then incorporating them into the Platform. - Work on an agile team to deliv¡­","https://www.adzuna.in/land/ad/1869599323?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=95A5EC45DD905E3DCC18816F2D74E1123B56CE14",12.95703,77.59837,NA,"0","1869599323",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU012c2M3MDc2eEd0dVVpdmR5WEJqQSIsImkiOiIxODY5NTk5MzIzIn0.uXNkubMotGqNlKxUNjn8jDanNec_PTRMW3KbtynHnBM","2020-12-09T03:20:39Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","Career Makers","Bangalore, Karnataka","Adzuna::API::Response::Location","c(""India"", ""Karnataka"", ""Bangalore"")"
"399","India Tech Engine Solutions - Frontend Developer - React Native (1-2 yrs) Pune (Mobile Applications)","Responsibilities : - Design and build mobile applications using React Native - Build native component for iOS (Native experience would be plus) or Android - Collaborate closely with the Team lead to understanding the requirement and implementation details. - Integration with third-party APIs. Required Skills : - 1 experience in React-Native based app development is a must. - Must have published at least 1 major React-Native app - Knows how to embed React-Native in a native(iOS/Android) componen¡­","https://www.adzuna.in/land/ad/1860228180?se=SMvsc7076xGtuUivdyXBjA&utm_medium=api&utm_source=f0c87e31&v=2E2C0E36054692354D355A33727CEC77ACFC849D",18.5062,73.84735,NA,"0","1860228180",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2MDIyODE4MCIsInMiOiJTTXZzYzcwNzZ4R3R1VWl2ZHlYQmpBIn0.YCSOvowMWpWPSSJBSWb15GayS2zScfSOGpCXPVu90-Q","2020-12-04T03:25:37Z","Adzuna::API::Response::Job","permanent","full_time","Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","INDIA TECH ENGINE SOLUTIONS","Pune, Maharashtra","Adzuna::API::Response::Location","c(""India"", ""Maharashtra"", ""Pune"")"
