"","title","created","redirect_url","longitude","id","latitude","salary_is_predicted","salary_max","__CLASS__","salary_min","adref","description","contract_time","contract_type","label","tag","__CLASS__","display_name","__CLASS__","__CLASS__","display_name","area"
"411","Sei un piastrellista? Adriana L. ha richiesto piastrellista","2020-11-26T16:18:18Z","https://www.adzuna.it/land/ad/1846060054?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=4C637B3BEB2C1599F557AB0FAFF729788AED1750",7.359193,"1846060054",44.898939,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjA2MDA1NCIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.fws1eQlA6tT_1oKqSKeZnCz4aXfb-rIFV0iOfZmOOCw","Adriana L. ha fatto richiesta per piastrellista a Torino. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Edilizia","trade-construction-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Pinerolo, Provincia di Torino","c(""Italia"", ""Piemonte"", ""Provincia di Torino"", ""Pinerolo"")"
"412","Sei un elettricista? Salvatore L. ha richiesto elettricista generico","2020-11-26T16:12:57Z","https://www.adzuna.it/land/ad/1845997681?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=30300835E9C110E6C1B1497596EEA3171F9D9083",9.274096,"1845997681",45.186348,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NTk5NzY4MSIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.jdIwDAc4gk0vnuW115yflS7x5lRqVVqsqH22zNeflMQ","Salvatore L. ha fatto richiesta per elettricista: piccola manutenzione a Pavia. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Elettrotecnica/Metalmeccanico","maintenance-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Albuzzano, Provincia di Pavia","c(""Italia"", ""Lombardia"", ""Provincia di Pavia"", ""Albuzzano"")"
"413","Installi tende e zanzariere? Simone D. ha richiesto sostituzione rete zanzariera","2020-11-26T16:16:58Z","https://www.adzuna.it/land/ad/1846045644?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=5C486BBCD5420ACECC4B4623ABB54A988ABE7697",9.166125,"1846045644",45.396404,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjA0NTY0NCIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.WHSW_aLPC-1nlZt8xTY1EuWRw8DX65_EK9QUW7qaoGY","Simone D. ha fatto richiesta per zanzariere a Milano. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Sanit¨¤/Medicina","healthcare-nursing-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Rozzano, Provincia di Milano","c(""Italia"", ""Lombardia"", ""Provincia di Milano"", ""Rozzano"")"
"414","Sei un falegname? Serena S. ha richiesto armadi a muro","2020-11-26T16:14:17Z","https://www.adzuna.it/land/ad/1846015859?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=B130B499F4E8251DF984D2A2E0B29EB45CDC7BA1",12.489081,"1846015859",41.877339,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjAxNTg1OSIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.PZRk19nijwhfgVCAlzlCA8Sr8xh-TzGNCHCwQ-ulo7o","Serena S. ha fatto richiesta per realizzazione mobili su misura a Roma. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Edilizia","trade-construction-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Ostiense, Roma","c(""Italia"", ""Lazio"", ""Provincia di Roma"", ""Roma"", ""Ostiense"")"
"415","Sei un avvocato penalista? Roma A. ha richiesto avvocato lavorista (diritto del lavoro)","2020-11-26T16:19:31Z","https://www.adzuna.it/land/ad/1846074813?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=48EDCC37FA23DADE69688968E991CEB3218A1617",10.835823,"1846074813",45.157793,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhNTWtNQTc2eEdnU0MzMVhiYkxSUSIsImkiOiIxODQ2MDc0ODEzIn0.Mm_H3hzr8LrCSJ033BkyiEazQOQNRmS3NMJiPwonvVQ","Roma A. ha fatto richiesta per avvocato a Mantova. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Affari Legali","legal-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Mantova, Provincia di Mantova","c(""Italia"", ""Lombardia"", ""Provincia di Mantova"", ""Mantova"")"
"416","Installi tende e zanzariere? Osvaldo B. ha richiesto installazione o sostituzione tapparelle avvolgibili","2020-11-26T16:17:01Z","https://www.adzuna.it/land/ad/1846046447?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=524A0C0214D94E4F03950AA869013DEC68AC54B2",8.939352,"1846046447",44.405745,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjA0NjQ0NyIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.6-qkXYkeutNAvbKBKAic6CvmKYYiABNWcT0CWEYWQWM","Osvaldo B. ha fatto richiesta per tapparelle e serrande a Genova. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Produzione/Industrie Manifatturiere","manufacturing-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Genova, Provincia di Genova","c(""Italia"", ""Liguria"", ""Provincia di Genova"", ""Genova"")"
"417","Sei un muratore? Antonietta M. ha richiesto costruzione o abbattimento muri","2020-11-26T16:18:16Z","https://www.adzuna.it/land/ad/1846059613?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=3427B446CFEDBA37E5F12FACDF0FB72866AEA86E",13.512236,"1846059613",43.620302,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhNTWtNQTc2eEdnU0MzMVhiYkxSUSIsImkiOiIxODQ2MDU5NjEzIn0.ztfFR6Er_fmph7IhqsR1Y8a32vm2saciHkFMEZ01tRI","Antonietta M. ha fatto richiesta per muratori e opere murarie a Ancona. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Edilizia","trade-construction-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Ancona, Provincia di Ancona","c(""Italia"", ""Marche"", ""Provincia di Ancona"", ""Ancona"")"
"418","Sei un meccanico? Giovanni T. ha richiesto meccanico auto","2020-11-26T17:13:04Z","https://www.adzuna.it/land/ad/1845998991?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=EEC6E55DE8952C29BF9102337CEA9B41DF43A399",8.917584,"1845998991",45.59433,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhNTWtNQTc2eEdnU0MzMVhiYkxSUSIsImkiOiIxODQ1OTk4OTkxIn0.E-fAwJvgtgndS70Owvm6iTD7RXuHNAzgH9U_yocrXvE","Giovanni T. ha fatto richiesta per meccanico auto a Milano. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Elettrotecnica/Metalmeccanico","maintenance-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Legnano, Provincia di Milano","c(""Italia"", ""Lombardia"", ""Provincia di Milano"", ""Legnano"")"
"419","Sei un dog sitter? Federico Z. ha richiesto addestratore","2020-11-26T17:11:06Z","https://www.adzuna.it/land/ad/1845981928?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=3D0767CA4D9A9324C519AD46247AC68E8362E7CB",12.32853,"1845981928",45.463925,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NTk4MTkyOCIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.xE23BK1xP7bEFbn94QaTIShpjB1BoP2_iFacA4iRhLE","Federico Z. ha fatto richiesta per addestratore a Venezia. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Formazione/Istruzione","teaching-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Venezia, Provincia di Venezia","c(""Italia"", ""Veneto"", ""Provincia di Venezia"", ""Venezia"")"
"420","Installi pannelli solari? Massimo M. ha richiesto installazione o sostituzione pannelli solari","2020-11-26T16:14:07Z","https://www.adzuna.it/land/ad/1846013536?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=DEC822049EFF92278DBFC90110E9BDD20CC997D0",12.595737,"1846013536",42.297111,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjAxMzUzNiIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.9eNPgOig84U-v0i9xu86d_4H2cXeyvgi2Sw4-lDCv7o","Massimo M. ha fatto richiesta per pannelli solari / fotovoltaici a Rieti. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Unknown","unknown","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Forano, Provincia di Rieti","c(""Italia"", ""Lazio"", ""Provincia di Rieti"", ""Forano"")"
"421","Restauri persiane? Marzia M. ha richiesto riparazione o manutenzione persiane","2020-11-26T16:14:58Z","https://www.adzuna.it/land/ad/1846025079?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=F71CC314F2030F496923BA6BE031CD178946723E",9.467382,"1846025079",45.571614,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjAyNTA3OSIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.Ru2k2T1r3rd1frhfZ_jzo7kQp4Uf3IJFUp6troKRNts","Marzia M. ha fatto richiesta per infissi e serramenti a Milano. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Elettrotecnica/Metalmeccanico","maintenance-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Basiano, Provincia di Milano","c(""Italia"", ""Lombardia"", ""Provincia di Milano"", ""Basiano"")"
"422","Sei un falegname? Mayra M. ha richiesto montaggio mobili","2020-11-26T16:12:07Z","https://www.adzuna.it/land/ad/1845989861?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=9C13101E49BAA2091CF5299D1B8DF86B4C0B9ED4",12.391248,"1845989861",43.105793,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NTk4OTg2MSIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.fDpc2qXpQHeLMw4nGSlbML9g8LQCulVluhdplb2FLzA","Mayra M. ha fatto richiesta per falegnameria a Perugia. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Produzione/Industrie Manifatturiere","manufacturing-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Perugia, Provincia di Perugia","c(""Italia"", ""Umbria"", ""Provincia di Perugia"", ""Perugia"")"
"423","Sei un serramentista? Alessio D. ha richiesto installazione serrande","2020-11-26T16:17:02Z","https://www.adzuna.it/land/ad/1846046781?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=08891278D46B757FC736ACD9DA434CE14E531291",16.876061,"1846046781",41.120314,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NjA0Njc4MSIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.QO_AhbRWMMERSNaRkYISj4KbTdK_IsT8yLMwuOWQrnc","Alessio D. ha fatto richiesta per tapparelle e serrande a Bari. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Produzione/Industrie Manifatturiere","manufacturing-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Bari, Provincia di Bari","c(""Italia"", ""Puglia"", ""Provincia di Bari"", ""Bari"")"
"424","Sei un pasticciere? Barbara G. ha richiesto cake design","2020-11-26T17:11:01Z","https://www.adzuna.it/land/ad/1845981453?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=563181D7607CF4CC65CCD1F6122BD72E0F6BD4CA",11.341108,"1845981453",44.498542,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhNTWtNQTc2eEdnU0MzMVhiYkxSUSIsImkiOiIxODQ1OTgxNDUzIn0.tM2TMHTVwShfVoYw_80VzIC9d-5hcQZfOkEjAHbPNic","Barbara G. ha fatto richiesta per cake designer a Bologna. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Grafica/Creativit¨¤/Design","creative-design-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Bologna, Provincia di Bologna","c(""Italia"", ""Emilia-Romagna"", ""Provincia di Bologna"", ""Bologna"")"
"425","Cercasi Insegnante per lezioni private e ripetizioni online a Torre Mondov¨¬","2020-12-11T08:46:18Z","https://www.adzuna.it/land/ad/1875122707?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=098CB0D198861445C89C44A6A05969053DEFED60",NA,"1875122707",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3NTEyMjcwNyIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.qPp-YCFsA9jXm5Au1hsub7FjisMtdwc1-c3jtOO-HmI","Letuelezioni, il pi¨´ grande sito gratuito di lezioni private e ripetizioni in Italia e in constante crescita, cerca insegnanti privati per dare lezioni online. Si sei appassionato per l'insegnamento e hai voglia d'incoraggiare il desiderio d'imparare, unisciti al team di Letuelezioni. Salario: da 15 a 35€ all'ora. Giorno lavorativo secondo la vostra disponibilit¨¤ (orario flessibile).",NA,NA,"Unknown","unknown","Adzuna::API::Response::Category","letuelezioni","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Italia","Italia"
"426","Sei un lattoniere? Popescu V. ha richiesto installazione o sostituzione grondaie","2020-11-26T16:11:22Z","https://www.adzuna.it/land/ad/1845984916?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=B214ABC9DE073C748FDEE5DAFC16C40C173513F6",11.779432,"1845984916",44.651794,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NTk4NDkxNiIsInMiOiJESE1Na01BNzZ4R2dTQzMxWGJiTFJRIn0.sHRtEJDRVkAAqMUy4SO1gSVALX0EbqpDvz5NYm8W4X4","Popescu V. ha fatto richiesta per lattoniere e grondaie a Ferrara. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Edilizia","trade-construction-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Argenta, Provincia di Ferrara","c(""Italia"", ""Emilia-Romagna"", ""Provincia di Ferrara"", ""Argenta"")"
"427","Cercasi Insegnante per lezioni private e ripetizioni online a Brivio","2020-12-11T08:46:02Z","https://www.adzuna.it/land/ad/1875118259?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=99CE62486008BAB4D7A6D5FEA896F4E9B9B2E1B5",9.390071,"1875118259",45.852983,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhNTWtNQTc2eEdnU0MzMVhiYkxSUSIsImkiOiIxODc1MTE4MjU5In0.jjw5-T6b_C6XsULwyUzaZ4ew8z1isAFrew5kQHEmKnI","Letuelezioni, il pi¨´ grande sito gratuito di lezioni private e ripetizioni in Italia e in constante crescita, cerca insegnanti privati per dare lezioni online. Si sei appassionato per l'insegnamento e hai voglia d'incoraggiare il desiderio d'imparare, unisciti al team di Letuelezioni. Salario: da 15 a 35€ all'ora. Giorno lavorativo secondo la vostra disponibilit¨¤ (orario flessibile).",NA,NA,"Unknown","unknown","Adzuna::API::Response::Category","letuelezioni","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Lecco, Provincia di Lecco","c(""Italia"", ""Lombardia"", ""Provincia di Lecco"", ""Lecco"")"
"428","Sei un giardiniere? Roberto P. ha richiesto cura giardino ed erba","2020-11-26T16:16:27Z","https://www.adzuna.it/land/ad/1846040032?se=DHMMkMA76xGgSC31XbbLRQ&utm_medium=api&utm_source=f0c87e31&v=F0475E9A9B4A7BF0945822A304AC0DA7FBF42C42",13.981002,"1846040032",42.580202,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhNTWtNQTc2eEdnU0MzMVhiYkxSUSIsImkiOiIxODQ2MDQwMDMyIn0.8va1v4lzBWBrZhrB6ejIzjOxDjTtKPEr1cJK2zDAg5Y","Roberto P. ha fatto richiesta per giardinaggio a Teramo. Prontopro ¨¨ il portale leader dei servizi che ti mette in contatto con nuovi clienti senza intermediari e abbonamenti. Di seguito una richiesta di lavoro arrivata sulla nostra piattaforma da parte di un utente. Clicca sul link sotto per iscriverti gratis a Prontopro e rispondere subito alla richiesta","part_time","contract","Elettrotecnica/Metalmeccanico","maintenance-jobs","Adzuna::API::Response::Category",NA,"Adzuna::API::Response::Company","Adzuna::API::Response::Location","Atri, Provincia di Teramo","c(""Italia"", ""Abruzzo"", ""Provincia di Teramo"", ""Atri"")"
